danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title,Id
0.8959999999999999,0.691,1,-7.403,1,0.369,0.0118,0.0,0.0883,0.665,189.88,audio_features,1lKQIxQDnLKoFhNWwMFiho,spotify:track:1lKQIxQDnLKoFhNWwMFiho,https://api.spotify.com/v1/tracks/1lKQIxQDnLKoFhNWwMFiho,https://api.spotify.com/v1/audio-analysis/1lKQIxQDnLKoFhNWwMFiho,152398,4,Underground Rap,First Day Out,,,6863
0.4320000000000001,0.962,2,-5.834,1,0.13,0.00193,0.162,0.63,0.124,138.01,audio_features,6xyHjM4VecIRZDUldiiBA5,spotify:track:6xyHjM4VecIRZDUldiiBA5,https://api.spotify.com/v1/tracks/6xyHjM4VecIRZDUldiiBA5,https://api.spotify.com/v1/audio-analysis/6xyHjM4VecIRZDUldiiBA5,219085,4,trance,,8997.0,Uplifting | Trance,30452
0.6859999999999999,0.6920000000000001,0,-5.573,0,0.3229999999999999,0.482,0.0,0.1689999999999999,0.649,173.78,audio_features,1rZvU5sb2E8LuJTAqEdAiw,spotify:track:1rZvU5sb2E8LuJTAqEdAiw,https://api.spotify.com/v1/tracks/1rZvU5sb2E8LuJTAqEdAiw,https://api.spotify.com/v1/audio-analysis/1rZvU5sb2E8LuJTAqEdAiw,269357,3,Underground Rap,Funky Ho'$,,,8111
0.441,0.8909999999999999,7,-2.873,0,0.037,0.0177,0.815,0.184,0.0353,175.007,audio_features,1TDjiNBekgMInzoNZxYi0D,spotify:track:1TDjiNBekgMInzoNZxYi0D,https://api.spotify.com/v1/tracks/1TDjiNBekgMInzoNZxYi0D,https://api.spotify.com/v1/audio-analysis/1TDjiNBekgMInzoNZxYi0D,319851,4,dnb,,15264.0,Liquid Drum & Bass,36665
0.376,0.8759999999999999,4,-2.695,0,0.1009999999999999,0.0345,0.0,0.125,0.25,202.082,audio_features,79fspqGOIP7FInu1elXhVX,spotify:track:79fspqGOIP7FInu1elXhVX,https://api.spotify.com/v1/tracks/79fspqGOIP7FInu1elXhVX,https://api.spotify.com/v1/audio-analysis/79fspqGOIP7FInu1elXhVX,222442,4,Dark Trap,Miss U,,,4428
0.73,0.79,9,-4.711,1,0.1669999999999999,0.36,0.0,0.115,0.526,160.116,audio_features,2Ell8LRPEMkB3DGWHD7N18,spotify:track:2Ell8LRPEMkB3DGWHD7N18,https://api.spotify.com/v1/tracks/2Ell8LRPEMkB3DGWHD7N18,https://api.spotify.com/v1/audio-analysis/2Ell8LRPEMkB3DGWHD7N18,213107,4,Dark Trap,Zero,,,1433
0.7290000000000001,0.4579999999999999,11,-8.681000000000001,1,0.124,0.1939999999999999,7.57e-05,0.0961,0.317,157.99,audio_features,7qFhAfUbytgPIVz4TYb3hT,spotify:track:7qFhAfUbytgPIVz4TYb3hT,https://api.spotify.com/v1/tracks/7qFhAfUbytgPIVz4TYb3hT,https://api.spotify.com/v1/audio-analysis/7qFhAfUbytgPIVz4TYb3hT,280267,4,RnB,Do U Wrong (feat. Syd),,,18026
0.608,0.789,8,-2.971,1,0.335,0.00105,3.08e-05,0.0884,0.386,172.093,audio_features,2LQTHb4rEtKpxQgeqdesmc,spotify:track:2LQTHb4rEtKpxQgeqdesmc,https://api.spotify.com/v1/tracks/2LQTHb4rEtKpxQgeqdesmc,https://api.spotify.com/v1/audio-analysis/2LQTHb4rEtKpxQgeqdesmc,141867,4,Hiphop,Just Another Day,,,21115
0.607,0.544,11,-7.117999999999999,0,0.0246,0.00614,0.967,0.929,0.18,199.96,audio_features,4dnlu2YAKNqxFOQueFKZzL,spotify:track:4dnlu2YAKNqxFOQueFKZzL,https://api.spotify.com/v1/tracks/4dnlu2YAKNqxFOQueFKZzL,https://api.spotify.com/v1/audio-analysis/4dnlu2YAKNqxFOQueFKZzL,220455,4,Dark Trap,Tidal,,,3109
0.472,0.952,1,-3.2710000000000004,1,0.103,0.00021,0.356,0.426,0.373,175.033,audio_features,5nu8Ss7Y0faZUghs095amn,spotify:track:5nu8Ss7Y0faZUghs095amn,https://api.spotify.com/v1/tracks/5nu8Ss7Y0faZUghs095amn,https://api.spotify.com/v1/audio-analysis/5nu8Ss7Y0faZUghs095amn,260599,4,dnb,,17265.0,Drum and Bass - 2015 to 2020,38645
0.71,0.97,11,-2.958,0,0.0601,0.00731,0.0147,0.0841,0.496,149.997,audio_features,5f5qZSlK1skd1zPqetGZfP,spotify:track:5f5qZSlK1skd1zPqetGZfP,https://api.spotify.com/v1/tracks/5f5qZSlK1skd1zPqetGZfP,https://api.spotify.com/v1/audio-analysis/5f5qZSlK1skd1zPqetGZfP,219887,4,trap,,13210.0,HEADBANGERS:Dubstep/Riddim,34623
0.366,0.601,8,-7.724,0,0.0429,0.0122,0.938,0.122,0.0381,120.031,audio_features,1AU6XWoKia2VNwfUuXN1J7,spotify:track:1AU6XWoKia2VNwfUuXN1J7,https://api.spotify.com/v1/tracks/1AU6XWoKia2VNwfUuXN1J7,https://api.spotify.com/v1/audio-analysis/1AU6XWoKia2VNwfUuXN1J7,230034,4,Dark Trap,Half Light,,,2879
0.5539999999999999,0.792,8,-4.678999999999999,1,0.105,0.001,0.0,0.182,0.0581,140.067,audio_features,7lmV0rq1zUaIZYIAFU011X,spotify:track:7lmV0rq1zUaIZYIAFU011X,https://api.spotify.com/v1/tracks/7lmV0rq1zUaIZYIAFU011X,https://api.spotify.com/v1/audio-analysis/7lmV0rq1zUaIZYIAFU011X,144586,4,Trap Metal,Archangel,,,10874
0.6779999999999999,0.355,11,-10.102,0,0.0354,0.6759999999999999,0.17,0.0912,0.158,161.964,audio_features,7wch5iJo4JFtmrRfPVUBr1,spotify:track:7wch5iJo4JFtmrRfPVUBr1,https://api.spotify.com/v1/tracks/7wch5iJo4JFtmrRfPVUBr1,https://api.spotify.com/v1/audio-analysis/7wch5iJo4JFtmrRfPVUBr1,183648,4,Pop,Youth Memories,,,18206
0.464,0.794,6,-4.212,1,0.0492,0.000332,0.00431,0.339,0.218,174.071,audio_features,47jimrBNOIbXMz4KokLzmk,spotify:track:47jimrBNOIbXMz4KokLzmk,https://api.spotify.com/v1/tracks/47jimrBNOIbXMz4KokLzmk,https://api.spotify.com/v1/audio-analysis/47jimrBNOIbXMz4KokLzmk,284155,4,dnb,,17305.0,UKF Drum & Bass - All Uploads,38684
0.233,0.958,6,-2.615,0,0.0935,0.0599,0.000155,0.0913,0.0823,150.099,audio_features,0YXiRItsb0Vsep2oPy8aEG,spotify:track:0YXiRItsb0Vsep2oPy8aEG,https://api.spotify.com/v1/tracks/0YXiRItsb0Vsep2oPy8aEG,https://api.spotify.com/v1/audio-analysis/0YXiRItsb0Vsep2oPy8aEG,254493,4,hardstyle,,18723.0,Euphoric Hardstyle,40077
0.546,0.764,2,-7.105,1,0.1939999999999999,0.145,0.0124,0.295,0.1669999999999999,110.004,audio_features,2btEuRoMMZrTKa1yuXwszY,spotify:track:2btEuRoMMZrTKa1yuXwszY,https://api.spotify.com/v1/tracks/2btEuRoMMZrTKa1yuXwszY,https://api.spotify.com/v1/audio-analysis/2btEuRoMMZrTKa1yuXwszY,514600,4,Emo,Dear Jamie...Sincerely Me - EP Version,,,12597
0.809,0.68,4,-4.883,1,0.222,0.0535,1.2e-06,0.11,0.0653,143.988,audio_features,5esKpsrB3TbGHwFaAjIGMx,spotify:track:5esKpsrB3TbGHwFaAjIGMx,https://api.spotify.com/v1/tracks/5esKpsrB3TbGHwFaAjIGMx,https://api.spotify.com/v1/audio-analysis/5esKpsrB3TbGHwFaAjIGMx,146009,4,Rap,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),,,15069
0.737,0.588,8,-4.872,0,0.0467,0.0026899999999999,0.0,0.276,0.262,150.936,audio_features,7CS41pvRBhejuFs4m5nwtr,spotify:track:7CS41pvRBhejuFs4m5nwtr,https://api.spotify.com/v1/tracks/7CS41pvRBhejuFs4m5nwtr,https://api.spotify.com/v1/audio-analysis/7CS41pvRBhejuFs4m5nwtr,237000,4,Dark Trap,When I Lie,,,1904
0.5379999999999999,0.499,8,-11.156,1,0.0289,0.591,0.000361,0.0959,0.177,147.986,audio_features,4fUbn1hdw7F5WIoqpf9Eir,spotify:track:4fUbn1hdw7F5WIoqpf9Eir,https://api.spotify.com/v1/tracks/4fUbn1hdw7F5WIoqpf9Eir,https://api.spotify.com/v1/audio-analysis/4fUbn1hdw7F5WIoqpf9Eir,110341,4,Dark Trap,push everyone away,,,1197
0.7390000000000001,0.986,1,-0.705,0,0.127,0.00252,0.255,0.206,0.308,145.015,audio_features,1YmEomeEUYtJHAWbrcYsJt,spotify:track:1YmEomeEUYtJHAWbrcYsJt,https://api.spotify.com/v1/tracks/1YmEomeEUYtJHAWbrcYsJt,https://api.spotify.com/v1/audio-analysis/1YmEomeEUYtJHAWbrcYsJt,297931,4,trap,,13600.0,Heavy Dubstep,35011
0.509,0.6679999999999999,0,-5.228,0,0.0434,0.0447,0.897,0.111,0.0796,175.013,audio_features,0QneHpK4Fc8xoCM2gCoqYr,spotify:track:0QneHpK4Fc8xoCM2gCoqYr,https://api.spotify.com/v1/tracks/0QneHpK4Fc8xoCM2gCoqYr,https://api.spotify.com/v1/audio-analysis/0QneHpK4Fc8xoCM2gCoqYr,315429,4,dnb,,16360.0,Liquid Drum & Bass,37751
0.541,0.941,1,-1.4280000000000002,0,0.0674,0.000828,0.000372,0.193,0.102,150.19799999999995,audio_features,7qAznQZcmTh2ITfqDC0QfX,spotify:track:7qAznQZcmTh2ITfqDC0QfX,https://api.spotify.com/v1/tracks/7qAznQZcmTh2ITfqDC0QfX,https://api.spotify.com/v1/audio-analysis/7qAznQZcmTh2ITfqDC0QfX,260804,4,trap,,13191.0,HEADBANGERS:Dubstep/Riddim,34604
0.619,0.858,11,-5.1320000000000014,0,0.0316,0.00456,0.0111,0.375,0.0393,126.016,audio_features,3yVuQVViVjSzFCFQN0I7Yv,spotify:track:3yVuQVViVjSzFCFQN0I7Yv,https://api.spotify.com/v1/tracks/3yVuQVViVjSzFCFQN0I7Yv,https://api.spotify.com/v1/audio-analysis/3yVuQVViVjSzFCFQN0I7Yv,215385,4,trance,,6486.0,Best of Trance,27942
0.8320000000000001,0.497,4,-9.144,1,0.079,0.0295,0.000167,0.171,0.444,189.962,audio_features,21PmKbhk8SsEgIEfDCDjvw,spotify:track:21PmKbhk8SsEgIEfDCDjvw,https://api.spotify.com/v1/tracks/21PmKbhk8SsEgIEfDCDjvw,https://api.spotify.com/v1/audio-analysis/21PmKbhk8SsEgIEfDCDjvw,184500,4,Trap Metal,Cabaret,,,11451
0.657,0.401,3,-8.749,1,0.0294,0.3289999999999999,0.0,0.123,0.682,129.995,audio_features,32zTrU13WFPoWoPv0wKuXM,spotify:track:32zTrU13WFPoWoPv0wKuXM,https://api.spotify.com/v1/tracks/32zTrU13WFPoWoPv0wKuXM,https://api.spotify.com/v1/audio-analysis/32zTrU13WFPoWoPv0wKuXM,204245,4,Emo,Six Feet Under The Stars (Acoustic),,,13797
0.809,0.4629999999999999,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,7hDc8b7IXETo14hHIHdnhd,spotify:track:7hDc8b7IXETo14hHIHdnhd,https://api.spotify.com/v1/tracks/7hDc8b7IXETo14hHIHdnhd,https://api.spotify.com/v1/audio-analysis/7hDc8b7IXETo14hHIHdnhd,298941,4,Hiphop,Passionfruit,,,19883
0.812,0.71,10,-6.321000000000001,0,0.327,0.0138,0.0,0.132,0.805,169.926,audio_features,4svrshpdIytbEI2RSt0ctO,spotify:track:4svrshpdIytbEI2RSt0ctO,https://api.spotify.com/v1/tracks/4svrshpdIytbEI2RSt0ctO,https://api.spotify.com/v1/audio-analysis/4svrshpdIytbEI2RSt0ctO,145625,4,Underground Rap,Flash Bang,,,4699
0.83,0.961,0,-5.194,1,0.0824,0.000515,0.93,0.042,0.831,124.025,audio_features,5Z9nBYhvS0A2WgRyl7Iwk2,spotify:track:5Z9nBYhvS0A2WgRyl7Iwk2,https://api.spotify.com/v1/tracks/5Z9nBYhvS0A2WgRyl7Iwk2,https://api.spotify.com/v1/audio-analysis/5Z9nBYhvS0A2WgRyl7Iwk2,209998,4,techhouse,,276.0,Dirtybird//Techhouse by Mack\,21798
0.524,0.8009999999999999,7,-4.439,0,0.4,0.0674,0.0,0.273,0.56,111.014,audio_features,7i28e49mz6HlSgXvTZATIf,spotify:track:7i28e49mz6HlSgXvTZATIf,https://api.spotify.com/v1/tracks/7i28e49mz6HlSgXvTZATIf,https://api.spotify.com/v1/audio-analysis/7i28e49mz6HlSgXvTZATIf,174351,4,Trap Metal,CHOK3,,,12124
0.52,0.901,5,-3.083,0,0.121,0.00793,0.000901,0.0744,0.62,175.048,audio_features,7n4LoESbZ21m9dMv7fhLmb,spotify:track:7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/tracks/7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/audio-analysis/7n4LoESbZ21m9dMv7fhLmb,268832,4,dnb,,15858.0,Liqduicity Drum & Bass,37257
0.777,0.757,9,-5.5360000000000005,0,0.286,0.246,0.0,0.173,0.286,127.995,audio_features,5zt2uXp8rDK1th6snRoNPy,spotify:track:5zt2uXp8rDK1th6snRoNPy,https://api.spotify.com/v1/tracks/5zt2uXp8rDK1th6snRoNPy,https://api.spotify.com/v1/audio-analysis/5zt2uXp8rDK1th6snRoNPy,233447,4,Underground Rap,DEAD OR ALIVE FREESTYLE,,,8561
0.685,0.862,5,-7.216,0,0.0383,0.00308,0.812,0.143,0.108,134.987,audio_features,5WuKwr9eucPA1ga1TY9r3R,spotify:track:5WuKwr9eucPA1ga1TY9r3R,https://api.spotify.com/v1/tracks/5WuKwr9eucPA1ga1TY9r3R,https://api.spotify.com/v1/audio-analysis/5WuKwr9eucPA1ga1TY9r3R,497241,4,psytrance,,10871.0,PSYTRANCE BANGERS best new 2020,32301
0.768,0.777,1,-7.077999999999999,1,0.0579,0.0661,0.89,0.0908,0.109,125.992,audio_features,4PEt83rENTXHwkZYvvo02A,spotify:track:4PEt83rENTXHwkZYvvo02A,https://api.spotify.com/v1/tracks/4PEt83rENTXHwkZYvvo02A,https://api.spotify.com/v1/audio-analysis/4PEt83rENTXHwkZYvvo02A,434250,4,techno,,3851.0,Techno / Minimal / Hardcore/ Melodic / Dark,25336
0.379,0.8370000000000001,0,-6.316,0,0.256,0.0205,0.0,0.0794,0.5670000000000001,150.15200000000004,audio_features,7kdUisUTnE8lSfai5Hnl12,spotify:track:7kdUisUTnE8lSfai5Hnl12,https://api.spotify.com/v1/tracks/7kdUisUTnE8lSfai5Hnl12,https://api.spotify.com/v1/audio-analysis/7kdUisUTnE8lSfai5Hnl12,224400,4,hardstyle,,20844.0,Best Hardstyle ever made,42152
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,audio_features,1wHZx0LgzFHyeIZkUydNXq,spotify:track:1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,262693,4,Rap,Antidote,,,14137
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,audio_features,0QIjsbm2fh1cJ45XO9eGqq,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,204665,4,RnB,Wake Up in the Sky,,,17410
0.665,0.6859999999999999,2,-9.263,1,0.0407,0.173,3.39e-06,0.146,0.633,108.007,audio_features,4bl62UhAhbe8nQwbIGFSag,spotify:track:4bl62UhAhbe8nQwbIGFSag,https://api.spotify.com/v1/tracks/4bl62UhAhbe8nQwbIGFSag,https://api.spotify.com/v1/audio-analysis/4bl62UhAhbe8nQwbIGFSag,198577,4,RnB,Can't Stop Lovin',,,16409
0.603,0.5429999999999999,10,-7.779,0,0.204,0.396,0.0053799999999999,0.0989,0.0709,119.835,audio_features,4Eg7CMC93X3w1eLHyVWeOl,spotify:track:4Eg7CMC93X3w1eLHyVWeOl,https://api.spotify.com/v1/tracks/4Eg7CMC93X3w1eLHyVWeOl,https://api.spotify.com/v1/audio-analysis/4Eg7CMC93X3w1eLHyVWeOl,177267,4,Dark Trap,Overtime,,,1182
0.361,0.977,7,-5.044,1,0.171,0.00644,0.723,0.573,0.0702,139.968,audio_features,0nupuMbTTb8v8RCUugBb2p,spotify:track:0nupuMbTTb8v8RCUugBb2p,https://api.spotify.com/v1/tracks/0nupuMbTTb8v8RCUugBb2p,https://api.spotify.com/v1/audio-analysis/0nupuMbTTb8v8RCUugBb2p,387428,4,psytrance,,10225.0,Psytrance New Releases 2020,31662
0.603,0.967,10,-5.28,0,0.068,4.120000000000001e-05,0.7190000000000001,0.0776,0.282,139.997,audio_features,1v5ydzQOrRWO35DMSNHNgo,spotify:track:1v5ydzQOrRWO35DMSNHNgo,https://api.spotify.com/v1/tracks/1v5ydzQOrRWO35DMSNHNgo,https://api.spotify.com/v1/audio-analysis/1v5ydzQOrRWO35DMSNHNgo,473143,4,trance,,8016.0,Uplifting Trance.,29472
0.6579999999999999,0.589,1,-11.829,1,0.0404,0.259,0.915,0.11,0.0592,124.999,audio_features,2SrChYkSU7PDXn80vJyX6y,spotify:track:2SrChYkSU7PDXn80vJyX6y,https://api.spotify.com/v1/tracks/2SrChYkSU7PDXn80vJyX6y,https://api.spotify.com/v1/audio-analysis/2SrChYkSU7PDXn80vJyX6y,433947,3,techno,,3575.0,|DARK|HARD|TECHNO,25066
0.858,0.737,1,-10.935,0,0.0692,0.00809,0.431,0.0883,0.6679999999999999,123.009,audio_features,4Byuz6YlTC4oXhEEKDwnEH,spotify:track:4Byuz6YlTC4oXhEEKDwnEH,https://api.spotify.com/v1/tracks/4Byuz6YlTC4oXhEEKDwnEH,https://api.spotify.com/v1/audio-analysis/4Byuz6YlTC4oXhEEKDwnEH,374392,4,techhouse,,2903.0,Dirtybird Players,24404
0.236,0.938,4,-7.556,0,0.152,0.00475,0.00632,0.188,0.0687,130.309,audio_features,77RKB8g25O6nyJjYFFY1JT,spotify:track:77RKB8g25O6nyJjYFFY1JT,https://api.spotify.com/v1/tracks/77RKB8g25O6nyJjYFFY1JT,https://api.spotify.com/v1/audio-analysis/77RKB8g25O6nyJjYFFY1JT,136377,4,trance,,7493.0,State if Trance (The best ASOT Epsidoes),28949
0.649,0.684,6,-5.65,1,0.0561,0.0861,0.0,0.102,0.2239999999999999,122.016,audio_features,6Yqzw3U3RYFtIu9YnI1Ugj,spotify:track:6Yqzw3U3RYFtIu9YnI1Ugj,https://api.spotify.com/v1/tracks/6Yqzw3U3RYFtIu9YnI1Ugj,https://api.spotify.com/v1/audio-analysis/6Yqzw3U3RYFtIu9YnI1Ugj,245840,4,Dark Trap,Crystal City,,,2142
0.311,0.693,1,-7.558,1,0.0587,0.00443,0.802,0.371,0.172,128.925,audio_features,4mUXw2kNGwaRSdUVlTAsWo,spotify:track:4mUXw2kNGwaRSdUVlTAsWo,https://api.spotify.com/v1/tracks/4mUXw2kNGwaRSdUVlTAsWo,https://api.spotify.com/v1/audio-analysis/4mUXw2kNGwaRSdUVlTAsWo,297907,4,trance,,6789.0,Anjunabeats Volumes 1 - 14,28245
0.5589999999999999,0.973,1,-3.1460000000000004,0,0.0768,0.000484,0.626,0.361,0.632,175.97799999999995,audio_features,2bt37i22I1Gdyz9mz05eLD,spotify:track:2bt37i22I1Gdyz9mz05eLD,https://api.spotify.com/v1/tracks/2bt37i22I1Gdyz9mz05eLD,https://api.spotify.com/v1/audio-analysis/2bt37i22I1Gdyz9mz05eLD,343168,4,dnb,,15436.0,Drum and Bass 2020,36837
0.667,0.953,0,-6.391,1,0.0566,0.000328,0.778,0.112,0.171,138.009,audio_features,0W4J30SIgmumL6msGMmra7,spotify:track:0W4J30SIgmumL6msGMmra7,https://api.spotify.com/v1/tracks/0W4J30SIgmumL6msGMmra7,https://api.spotify.com/v1/audio-analysis/0W4J30SIgmumL6msGMmra7,500870,4,psytrance,,10131.0,Psytrance Can,31569
0.5539999999999999,0.83,8,-5.82,1,0.0358,0.000376,0.851,0.363,0.331,122.99,audio_features,0lgHrv9qcVhwII3aW9aMZJ,spotify:track:0lgHrv9qcVhwII3aW9aMZJ,https://api.spotify.com/v1/tracks/0lgHrv9qcVhwII3aW9aMZJ,https://api.spotify.com/v1/audio-analysis/0lgHrv9qcVhwII3aW9aMZJ,220488,4,techhouse,,1273.0,Tech House 2020,22786
0.5920000000000001,0.564,1,-9.632,1,0.0375,6.32e-05,0.0554,0.156,0.0561,143.341,audio_features,2QCW40P2Zi8MEFcX5EN4Qm,spotify:track:2QCW40P2Zi8MEFcX5EN4Qm,https://api.spotify.com/v1/tracks/2QCW40P2Zi8MEFcX5EN4Qm,https://api.spotify.com/v1/audio-analysis/2QCW40P2Zi8MEFcX5EN4Qm,267932,4,Dark Trap,Bad Girls,,,3850
0.534,0.494,1,-15.011,1,0.0603,0.0326,0.838,0.103,0.135,149.98,audio_features,5RydAyOeHWofDHuP9BnfCw,spotify:track:5RydAyOeHWofDHuP9BnfCw,https://api.spotify.com/v1/tracks/5RydAyOeHWofDHuP9BnfCw,https://api.spotify.com/v1/audio-analysis/5RydAyOeHWofDHuP9BnfCw,204800,4,Dark Trap,Third Sphere Angel,,,2847
0.657,0.386,6,-14.778,1,0.0447,0.575,0.0982,0.11,0.821,165.00799999999998,audio_features,4ouwYhgpulLeuNWlF7QJZc,spotify:track:4ouwYhgpulLeuNWlF7QJZc,https://api.spotify.com/v1/tracks/4ouwYhgpulLeuNWlF7QJZc,https://api.spotify.com/v1/audio-analysis/4ouwYhgpulLeuNWlF7QJZc,233038,4,Dark Trap,$tars,,,1147
0.488,0.919,9,-4.477,0,0.0502,0.0126,0.00322,0.385,0.195,127.982,audio_features,04xRHLyXOie4HEwMI3cAU5,spotify:track:04xRHLyXOie4HEwMI3cAU5,https://api.spotify.com/v1/tracks/04xRHLyXOie4HEwMI3cAU5,https://api.spotify.com/v1/audio-analysis/04xRHLyXOie4HEwMI3cAU5,217588,4,trance,,7401.0,UPLIFTING TRANCE 2020,28857
